block_number,timestamp,balance
21175896,2024-11-13 06:51:23,0
21179396,2024-11-13 18:33:59,10000000000000000
21182896,2024-11-14 06:17:47,10000000000000000
21186396,2024-11-14 18:01:23,10000000000000000
21189896,2024-11-15 05:45:23,10000000000000000
21193396,2024-11-15 17:29:11,10000000000000000
21196896,2024-11-16 05:13:23,10000000000000000
21200396,2024-11-16 16:55:59,10000000000000000
21203896,2024-11-17 04:38:35,10000000000000000
21207396,2024-11-17 16:22:11,10000000000000000
21210896,2024-11-18 04:04:23,10000000000000000
21214396,2024-11-18 15:46:47,10000000000000000
21217896,2024-11-19 03:29:23,10000000000000000
21221396,2024-11-19 15:11:47,10000000000000000
21224896,2024-11-20 02:54:11,10000000000000000
21228396,2024-11-20 14:36:47,10000000000000000
21231896,2024-11-21 02:21:11,10000000000000000
21235396,2024-11-21 14:05:35,10000000000000000
21238896,2024-11-22 01:48:35,10000000000000000
21242396,2024-11-22 13:32:35,10000000000000000
21245896,2024-11-23 01:16:23,10000000000000000
21249396,2024-11-23 12:58:47,10000000000000000
21252896,2024-11-24 00:42:11,10000000000000000
21256396,2024-11-24 12:24:59,10000000000000000
21259896,2024-11-25 00:08:59,10000000000000000
21263396,2024-11-25 11:51:35,10000000000000000
21266896,2024-11-25 23:36:47,10000000000000000
21270396,2024-11-26 11:21:11,10000000000000000
21273896,2024-11-26 23:04:35,10000000000000000
21277396,2024-11-27 10:47:59,10000000000000000
21280896,2024-11-27 22:32:59,10000000000000000
21284396,2024-11-28 10:23:23,10000000000000000
21287896,2024-11-28 22:09:59,10000000000000000
21291396,2024-11-29 09:54:35,10000000000000000
21294896,2024-11-29 21:40:47,10000000000000000
21298396,2024-11-30 09:26:35,10000000000000000
21301896,2024-11-30 21:10:35,10000000000000000
21305396,2024-12-01 08:53:35,10000000000000000
21308896,2024-12-01 20:36:11,10000000000000000
21312396,2024-12-02 08:19:35,10000000000000000
21315896,2024-12-02 20:04:11,10000000000000000
21319396,2024-12-03 07:49:23,10000000000000000
21322896,2024-12-03 19:33:11,10000000000000000
21326396,2024-12-04 07:17:23,10000000000000000
21329896,2024-12-04 19:01:59,10000000000000000
21333396,2024-12-05 06:44:59,10000000000000000
21336896,2024-12-05 18:29:11,10000000000000000
21340396,2024-12-06 06:12:59,10000000000000000
21343896,2024-12-06 17:57:11,10000000000000000
21347396,2024-12-07 05:40:35,10000000000000000
21350896,2024-12-07 17:24:59,10000000000000000
21354396,2024-12-08 05:10:11,10000000000000000
21357896,2024-12-08 16:53:23,10000000000000000
21361396,2024-12-09 04:36:11,10000000000000000
21364896,2024-12-09 16:18:11,10000000000000000
21368396,2024-12-10 04:01:23,10000000000000000
21371896,2024-12-10 15:46:35,10000000000000000
21375396,2024-12-11 03:29:59,10000000000000000
21378896,2024-12-11 15:14:11,10000000000000000
21382396,2024-12-12 02:58:35,10000000000000000
21385896,2024-12-12 14:41:59,10000000000000000
21389396,2024-12-13 02:25:11,10000000000000000
21392896,2024-12-13 14:08:47,10000000000000000
21396396,2024-12-14 01:52:23,7674614482829589789
21399896,2024-12-14 13:35:59,12595577281425942236
21403396,2024-12-15 01:19:47,43249397685140685700
21406896,2024-12-15 13:02:23,47354461267416599830
21410396,2024-12-16 00:47:11,47359734642290238779
21413896,2024-12-16 12:30:59,47359734642290238779
21417396,2024-12-17 00:13:11,67359734642290238779
21420896,2024-12-17 11:54:59,67359734642290238779
21424396,2024-12-17 23:38:23,67389734642290238779
21427896,2024-12-18 11:21:59,67389734642290238779
21431396,2024-12-18 23:07:11,67469734642290238779
21434896,2024-12-19 10:51:47,67469734642290238779
21438396,2024-12-19 22:36:23,78399734642290238779
21441896,2024-12-20 10:18:59,78689734642290238779
21445396,2024-12-20 22:03:11,81939734642290238779
21448896,2024-12-21 09:48:59,85939734642290238779
21452396,2024-12-21 21:31:59,85939734642290238779
21455896,2024-12-22 09:17:59,85939734642290238779
21459396,2024-12-22 21:01:59,85939734642290238779
21462896,2024-12-23 08:47:11,85939734642290238779
21466396,2024-12-23 20:32:23,85965008017163877728
21469896,2024-12-24 08:18:11,92025008017163877728
21473396,2024-12-24 20:03:35,113814013738015680685
21476896,2024-12-25 07:47:23,112383013738015680685
21480396,2024-12-25 19:30:35,116361836822170264527
21483896,2024-12-26 07:16:35,123361836822170264527
21487396,2024-12-26 19:00:35,123791836822170264527
21490896,2024-12-27 06:44:47,124051836822170264530
21494396,2024-12-27 18:28:59,124051836822170264530
21497896,2024-12-28 06:12:23,126527217962880694851
21501396,2024-12-28 17:55:23,126527217962880694851
21504896,2024-12-29 05:39:23,126527217962880694851
21508396,2024-12-29 17:22:23,126527217962880694851
21511896,2024-12-30 05:05:23,151527217962880694851
21515396,2024-12-30 16:49:23,152242629694352713762
21518896,2024-12-31 04:32:59,152242629694352713762
21522396,2024-12-31 16:16:23,153242629694352713762
21525896,2025-01-01 04:01:11,153242629694352713762
21529396,2025-01-01 15:44:11,155242629694352713762
21532896,2025-01-02 03:27:23,155242629694352713762
21536396,2025-01-02 15:10:35,156030391818964364351
21539896,2025-01-03 02:52:47,158025226669777202533
21543396,2025-01-03 14:35:59,156525226669777202533
21546896,2025-01-04 02:19:23,156525226669777202533
21550396,2025-01-04 14:04:11,156592528153106956900
21553896,2025-01-05 01:47:11,156592528153106956900
21557396,2025-01-05 13:31:23,156592528153106956900
21560896,2025-01-06 01:14:47,156592528153106956900
21564396,2025-01-06 13:01:35,157612528153106956900
21567896,2025-01-07 00:45:59,159662528153106956900
21571396,2025-01-07 12:27:23,243535777333013379999
21574896,2025-01-08 00:11:11,260535777333013379999
21578396,2025-01-08 11:55:35,260535777333013379999
21581896,2025-01-08 23:37:23,260535777333013379999
21585396,2025-01-09 11:21:11,261491933541780519584
21588896,2025-01-09 23:05:59,281491933541780519584
21592396,2025-01-10 10:49:59,283491933541780519584
21595896,2025-01-10 22:34:11,313301933541780519584
21599396,2025-01-11 10:17:11,314301933541780519584
21602896,2025-01-11 22:01:23,321211933541780519584
21606396,2025-01-12 09:44:11,324667147659029583295
21609896,2025-01-12 21:26:35,484128141938177780338
21613396,2025-01-13 09:11:23,484128141938177780338
21616896,2025-01-13 20:56:23,484128141938177780338
21620396,2025-01-14 08:40:59,509586811211662564395
21623896,2025-01-14 20:22:47,509586811211662564395
21627396,2025-01-15 08:07:23,509247811211662564392
21630896,2025-01-15 19:52:11,509247811211662564392
21634396,2025-01-16 07:35:35,509247811211662564392
21637896,2025-01-16 19:19:11,524257811211662564392
21641396,2025-01-17 07:01:59,504257811211662564392
21644896,2025-01-17 18:45:35,504657109702018206579
21648396,2025-01-18 06:30:23,549157109702018206579
21651896,2025-01-18 18:13:35,549157109702018206579
21655396,2025-01-19 05:56:47,548157109702018206579
21658896,2025-01-19 17:41:35,548157109702018206579
21662396,2025-01-20 05:24:35,541157109702018206579
21665896,2025-01-20 17:06:59,533287109702018206579
21669396,2025-01-21 04:50:11,532811728561307776258
21672896,2025-01-21 16:35:11,533121728561307776258
21676396,2025-01-22 04:18:23,533211728561307776258
21679896,2025-01-22 16:01:35,533211728561307776258
21683396,2025-01-23 03:44:59,534291112067896274017
21686896,2025-01-23 15:29:11,534291112067896274017
21690396,2025-01-24 03:11:11,530291112067896274017
21693896,2025-01-24 14:54:47,530291112067896274017
21697396,2025-01-25 02:37:35,530291112067896274017
21700896,2025-01-25 14:22:47,530291112067896274017
21704396,2025-01-26 02:05:59,530291112067896274017
21707896,2025-01-26 13:47:59,530291112067896274017
21711396,2025-01-27 01:33:11,530291112067896274017
21714896,2025-01-27 13:14:23,530291112067896274017
21718396,2025-01-28 00:57:59,523641728561307776258
21721896,2025-01-28 12:41:47,523641728561307776258
21725396,2025-01-29 00:25:23,493641728561307776258
21728896,2025-01-29 12:08:59,493643677431478885955
21732396,2025-01-29 23:52:23,493643677431478885955
21735896,2025-01-30 11:35:11,493646612771889810331
21739396,2025-01-30 23:18:59,493646612771889810331
21742896,2025-01-31 11:03:47,493646612771889810331
21746396,2025-01-31 22:48:11,493647303791043199345
21749896,2025-02-01 10:31:59,493701297985680644785
21753396,2025-02-01 22:15:23,493843922438203905565
21756896,2025-02-02 09:58:35,493843922438203905565
21760396,2025-02-02 21:44:35,493843922438203905565
21763896,2025-02-03 09:28:47,493843922438203905565
21767396,2025-02-03 21:13:11,493843922438203905565
21770896,2025-02-04 08:56:47,493843922438203905565
21774396,2025-02-04 20:41:47,493842922438203905565
21777896,2025-02-05 08:25:47,493842922438203905565
21781396,2025-02-05 20:09:59,496155506362981121671
21784896,2025-02-06 07:52:35,496155506362981121671
21788396,2025-02-06 19:35:35,495997506362981121671
21791896,2025-02-07 07:18:11,496098506362981121671
21795396,2025-02-07 19:02:11,500338506362981121671
21798896,2025-02-08 06:44:23,500338506362981121671
21802396,2025-02-08 18:28:59,500338506362981121671
21805896,2025-02-09 06:12:59,500338506362981121671
21809396,2025-02-09 17:56:35,500338506362981121671
21812896,2025-02-10 05:40:35,500628506362981121671
21816396,2025-02-10 17:23:59,500628506362981121671
21819896,2025-02-11 05:07:47,500628606362981121671
21823396,2025-02-11 16:51:23,506972230998416616657
21826896,2025-02-12 04:35:11,506972230998416616657
21830396,2025-02-12 16:26:23,508173415006325645912
21833896,2025-02-13 04:10:11,472148862032338229069
21837396,2025-02-13 15:54:59,472631326235380745646
21840896,2025-02-14 03:40:47,472631326235380745646
21844396,2025-02-14 15:26:23,472631326235380745646
21847896,2025-02-15 03:14:59,472631326235380745646
21851396,2025-02-15 15:01:11,472529715443598467710
21854896,2025-02-16 02:48:35,472529715443598467710
21858396,2025-02-16 14:35:11,472529715443598467710
21861896,2025-02-17 02:19:47,472529715443598467710
21865396,2025-02-17 14:06:35,472533715443598467710
21868896,2025-02-18 01:51:11,472533715443598467710
21872396,2025-02-18 13:34:59,468469283772307350248
21875896,2025-02-19 01:18:59,448502763187089735714
21879396,2025-02-19 13:03:59,450509691637231392752
21882896,2025-02-20 00:47:23,450509691637231392752
21886396,2025-02-20 12:32:11,450505673738314241115
21889896,2025-02-21 00:17:59,450505673738314241115
21893396,2025-02-21 12:03:23,450505673738314241115
21896896,2025-02-21 23:47:11,450505673738314241115
21900396,2025-02-22 11:30:47,450505673738314241115
21903896,2025-02-22 23:15:47,451268982342068516374
21907396,2025-02-23 11:00:47,451268982342068516374
21910896,2025-02-23 22:45:35,451268982342068516374
21914396,2025-02-24 10:27:47,451268982342068516374
21917896,2025-02-24 22:13:23,451268982342068516374
21921396,2025-02-25 09:56:59,451268982342068516374
21924896,2025-02-25 21:40:35,451282874795729481273
21928396,2025-02-26 09:24:35,400115810295500736317
21931896,2025-02-26 21:07:23,400215810295500736317
21935396,2025-02-27 08:50:59,315408192572864718469
21938896,2025-02-27 20:34:11,315408192572864718469
21942396,2025-02-28 08:16:47,315408192572864718469
21945896,2025-02-28 19:59:59,315408192572864718469
21949396,2025-03-01 07:41:59,315408192572864718469
21952896,2025-03-01 19:25:11,315408192572864718469
21956396,2025-03-02 07:07:23,315408192572864718469
21959896,2025-03-02 18:50:47,315408192572864718469
21963396,2025-03-03 06:32:59,315408192572864718469
21966896,2025-03-03 18:16:59,315463098744549388662
21970396,2025-03-04 05:59:35,315463098744549388662
21973896,2025-03-04 17:43:23,315463098744549388662
21977396,2025-03-05 05:26:35,315463098744549388662
21980896,2025-03-05 17:10:59,315463098744549388662
21984396,2025-03-06 04:53:59,315463098744549388662
21987896,2025-03-06 16:37:47,315463098744549388662
21991396,2025-03-07 04:21:59,315166279050051683850
21994896,2025-03-07 16:06:59,315166279050051683850
21998396,2025-03-08 03:51:35,192344336499277278693
22001896,2025-03-08 15:35:11,192344336499277278693
22005396,2025-03-09 03:20:59,192344336499277278693
22008896,2025-03-09 15:04:35,192344336499277278693
22012396,2025-03-10 02:48:35,192344336499277278693
22015896,2025-03-10 14:32:23,192344336499277278693
22019396,2025-03-11 02:16:59,192275452341618037092
22022896,2025-03-11 14:01:23,192275452341618037092
22026396,2025-03-12 01:45:47,192275452341618037092
22029896,2025-03-12 13:29:23,192400398673368540313
22033396,2025-03-13 01:13:23,192400398673368540313
22036896,2025-03-13 12:56:59,192400398673368540313
22040396,2025-03-14 00:40:23,192400398673368540313
22043896,2025-03-14 12:23:11,192400398673368540313
22047396,2025-03-15 00:06:47,194400398673368540313
22050896,2025-03-15 11:50:59,194400398673368540313
22054396,2025-03-15 23:33:23,194400398673368540313
22057896,2025-03-16 11:17:11,194400398673368540313
22061396,2025-03-16 23:00:59,194400398673368540313
22064896,2025-03-17 10:43:59,194400398673368540313
22068396,2025-03-17 22:27:59,194400398673368540313
22071896,2025-03-18 10:12:11,194400398673368540313
22075396,2025-03-18 21:56:35,345600398673368540313
22078896,2025-03-19 09:41:35,345600398673368540313
22082396,2025-03-19 21:26:47,386100398673368540313
22085896,2025-03-20 09:10:35,386100398673368540313
22089396,2025-03-20 20:53:11,386100398673368540313
22092896,2025-03-21 08:37:23,386100398673368540313
22096396,2025-03-21 20:19:35,386100398673368540313
22099896,2025-03-22 08:00:35,386100398673368540313
22103396,2025-03-22 19:44:59,386100398673368540313
22106896,2025-03-23 07:27:23,386100398673368540313
22110396,2025-03-23 19:09:35,386100398673368540313
22113896,2025-03-24 06:52:35,386100398673368540313
22117396,2025-03-24 18:35:23,386368690127764288388
22120896,2025-03-25 06:20:11,466366138998381558783
22124396,2025-03-25 18:04:47,466366138998381558783
22127896,2025-03-26 05:49:23,466366138998381558783
22131396,2025-03-26 17:31:47,567302912154179730233
22134896,2025-03-27 05:14:35,567302912154179730233
22138396,2025-03-27 16:57:11,632102912154179730233
22141896,2025-03-28 04:41:35,632102912154179730233
22145396,2025-03-28 16:25:35,632102912154179730233
22148896,2025-03-29 04:09:35,632102912154179730233
22152396,2025-03-29 15:55:11,632102912154179730233
22155896,2025-03-30 03:38:47,632102912154179730233
22159396,2025-03-30 15:22:23,632352912154179730233
22162896,2025-03-31 03:04:35,630095022646035721920
22166396,2025-03-31 14:46:59,630095022646035721920
22169896,2025-04-01 02:31:59,635579198439657123450
22173396,2025-04-01 14:15:35,596658330171104379701
22176896,2025-04-02 01:58:47,596407501946480212704
22180396,2025-04-02 13:41:11,596407501946480212704
22183896,2025-04-03 01:24:35,597296220705209176265
22187396,2025-04-03 13:08:59,597296220705209176265
22190896,2025-04-04 00:53:35,597332463110263375882
22194396,2025-04-04 12:35:23,597332463110263375882
22197896,2025-04-05 00:18:23,597336636461530708265
22201396,2025-04-05 12:03:23,597336636461530708265
22204896,2025-04-05 23:47:35,597336636461530708265
22208396,2025-04-06 11:31:35,597336636461530708265
22211896,2025-04-06 23:15:59,597342337878994564691
22215396,2025-04-07 10:59:59,597342337878994564691
22218896,2025-04-07 22:45:35,591274803226911653826
22222396,2025-04-08 10:29:59,591274803226911653826
22225896,2025-04-08 22:12:47,543194743359932059543
22229396,2025-04-09 09:56:23,543194743359932059543
22232896,2025-04-09 21:39:11,545024530188659459265
22236396,2025-04-10 09:20:47,545024530188659459265
22236397,2025-04-10 09:20:59,545024530188659459265
22236398,2025-04-10 09:21:11,545024530188659459265
22239898,2025-04-10 21:03:23,545024530188659459265
22243398,2025-04-11 08:46:59,545024530188659459265
22246898,2025-04-11 20:28:59,542375913803697671190
22250398,2025-04-12 08:10:47,542375913803697671190
22253898,2025-04-12 19:52:11,542375913803697671190
22257398,2025-04-13 07:35:47,542355482256177180617
22260898,2025-04-13 19:18:23,542355677341035219322
22264398,2025-04-14 07:00:11,542355677341035219322
22267898,2025-04-14 18:43:11,542358171946607632151
22271398,2025-04-15 06:26:59,542358171946607632151
22274898,2025-04-15 18:12:11,544729730820073724624
22278398,2025-04-16 05:54:47,544729730820073724624
